10-Aug-2021,12:06:06.1,  24.14 °C, 1003.68 mbar,  54.43 %,   79.98 m
10-Aug-2021,12:08:36.2,  24.27 °C, 1003.66 mbar,  70.51 %,   80.13 m
10-Aug-2021,12:08:36.7,  24.24 °C, 1003.67 mbar,  67.54 %,   80.08 m
10-Aug-2021,12:08:37.3,  24.22 °C, 1003.66 mbar,  65.41 %,   80.13 m
10-Aug-2021,12:08:37.8,  24.21 °C, 1003.64 mbar,  63.95 %,   80.34 m
10-Aug-2021,12:08:38.3,  24.21 °C, 1003.65 mbar,  62.74 %,   80.22 m
10-Aug-2021,12:08:38.9,  24.19 °C, 1003.65 mbar,  61.76 %,   80.24 m
10-Aug-2021,12:08:39.4,  24.19 °C, 1003.62 mbar,  61.01 %,   80.46 m
10-Aug-2021,12:08:39.9,  24.19 °C, 1003.67 mbar,  60.42 %,   80.09 m
10-Aug-2021,12:08:40.4,  24.18 °C, 1003.64 mbar,  59.94 %,   80.33 m
10-Aug-2021,12:08:41.0,  24.17 °C, 1003.67 mbar,  59.53 %,   80.06 m
10-Aug-2021,12:08:41.5,  24.18 °C, 1003.64 mbar,  59.15 %,   80.30 m
